cycle,component,file,url,required,available,rows,columns,column_names,error
H,diet1,DR1TOT_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/DR1TOT_H.xpt,True,True,9813,168,SEQN|WTDRD1|WTDR2D|DR1DRSTZ|DR1EXMER|DRABF|DRDINT|DR1DBIH|DR1DAY|DR1LANG|DR1MNRSP|DR1HELPD|DBQ095Z|DBD100|DRQSPREP|DR1STY|DR1SKY|DRQSDIET|DRQSDT1|DRQSDT2|DRQSDT3|DRQSDT4|DRQSDT5|DRQSDT6|DRQSDT7|DRQSDT8|DRQSDT9|DRQSDT10|DRQSDT11|DRQSDT12|DRQSDT91|DR1TNUMF|DR1TKCAL|DR1TPROT|DR1TCARB|DR1TSUGR|DR1TFIBE|DR1TTFAT|DR1TSFAT|DR1TMFAT|DR1TPFAT|DR1TCHOL|DR1TATOC|DR1TATOA|DR1TRET|DR1TVARA|DR1TACAR|DR1TBCAR|DR1TCRYP|DR1TLYCO|DR1TLZ|DR1TVB1|DR1TVB2|DR1TNIAC|DR1TVB6|DR1TFOLA|DR1TFA|DR1TFF|DR1TFDFE|DR1TCHL|DR1TVB12|DR1TB12A|DR1TVC|DR1TVD|DR1TVK|DR1TCALC|DR1TPHOS|DR1TMAGN|DR1TIRON|DR1TZINC|DR1TCOPP|DR1TSODI|DR1TPOTA|DR1TSELE|DR1TCAFF|DR1TTHEO|DR1TALCO|DR1TMOIS|DR1TS040|DR1TS060|DR1TS080|DR1TS100|DR1TS120|DR1TS140|DR1TS160|DR1TS180|DR1TM161|DR1TM181|DR1TM201|DR1TM221|DR1TP182|DR1TP183|DR1TP184|DR1TP204|DR1TP205|DR1TP225|DR1TP226|DR1_300|DR1_320Z|DR1_330Z|DR1BWATZ|DR1TWS|DRD340|DRD350A|DRD350AQ|DRD350B|DRD350BQ|DRD350C|DRD350CQ|DRD350D|DRD350DQ|DRD350E|DRD350EQ|DRD350F|DRD350FQ|DRD350G|DRD350GQ|DRD350H|DRD350HQ|DRD350I|DRD350IQ|DRD350J|DRD350JQ|DRD350K|DRD360|DRD370A|DRD370AQ|DRD370B|DRD370BQ|DRD370C|DRD370CQ|DRD370D|DRD370DQ|DRD370E|DRD370EQ|DRD370F|DRD370FQ|DRD370G|DRD370GQ|DRD370H|DRD370HQ|DRD370I|DRD370IQ|DRD370J|DRD370JQ|DRD370K|DRD370KQ|DRD370L|DRD370LQ|DRD370M|DRD370MQ|DRD370N|DRD370NQ|DRD370O|DRD370OQ|DRD370P|DRD370PQ|DRD370Q|DRD370QQ|DRD370R|DRD370RQ|DRD370S|DRD370SQ|DRD370T|DRD370TQ|DRD370U|DRD370UQ|DRD370V,
H,diet2,DR2TOT_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/DR2TOT_H.xpt,True,True,9813,85,SEQN|WTDRD1|WTDR2D|DR2DRSTZ|DR2EXMER|DRABF|DRDINT|DR2DBIH|DR2DAY|DR2LANG|DR2MNRSP|DR2HELPD|DR2TNUMF|DR2STY|DR2SKY|DR2TKCAL|DR2TPROT|DR2TCARB|DR2TSUGR|DR2TFIBE|DR2TTFAT|DR2TSFAT|DR2TMFAT|DR2TPFAT|DR2TCHOL|DR2TATOC|DR2TATOA|DR2TRET|DR2TVARA|DR2TACAR|DR2TBCAR|DR2TCRYP|DR2TLYCO|DR2TLZ|DR2TVB1|DR2TVB2|DR2TNIAC|DR2TVB6|DR2TFOLA|DR2TFA|DR2TFF|DR2TFDFE|DR2TCHL|DR2TVB12|DR2TB12A|DR2TVC|DR2TVD|DR2TVK|DR2TCALC|DR2TPHOS|DR2TMAGN|DR2TIRON|DR2TZINC|DR2TCOPP|DR2TSODI|DR2TPOTA|DR2TSELE|DR2TCAFF|DR2TTHEO|DR2TALCO|DR2TMOIS|DR2TS040|DR2TS060|DR2TS080|DR2TS100|DR2TS120|DR2TS140|DR2TS160|DR2TS180|DR2TM161|DR2TM181|DR2TM201|DR2TM221|DR2TP182|DR2TP183|DR2TP184|DR2TP204|DR2TP205|DR2TP225|DR2TP226|DR2_300|DR2_320Z|DR2_330Z|DR2BWATZ|DR2TWS,
H,biochem,BIOPRO_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BIOPRO_H.xpt,True,True,6979,38,SEQN|LBXSAL|LBDSALSI|LBXSAPSI|LBXSASSI|LBXSATSI|LBXSBU|LBDSBUSI|LBXSC3SI|LBXSCA|LBDSCASI|LBXSCH|LBDSCHSI|LBXSCK|LBXSCLSI|LBXSCR|LBDSCRSI|LBXSGB|LBDSGBSI|LBXSGL|LBDSGLSI|LBXSGTSI|LBXSIR|LBDSIRSI|LBXSKSI|LBXSLDSI|LBXSNASI|LBXSOSSI|LBXSPH|LBDSPHSI|LBXSTB|LBDSTBSI|LBXSTP|LBDSTPSI|LBXSTR|LBDSTRSI|LBXSUA|LBDSUASI,
H,rx,RXQ_RX_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/RXQ_RX_H.xpt,True,True,20194,13,SEQN|RXDUSE|RXDDRUG|RXDDRGID|RXQSEEN|RXDDAYS|RXDRSC1|RXDRSC2|RXDRSC3|RXDRSD1|RXDRSD2|RXDRSD3|RXDCOUNT,
H,body,BMX_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BMX_H.xpt,True,True,9813,26,SEQN|BMDSTATS|BMXWT|BMIWT|BMXRECUM|BMIRECUM|BMXHEAD|BMIHEAD|BMXHT|BMIHT|BMXBMI|BMDBMIC|BMXLEG|BMILEG|BMXARML|BMIARML|BMXARMC|BMIARMC|BMXWAIST|BMIWAIST|BMXSAD1|BMXSAD2|BMXSAD3|BMXSAD4|BMDAVSAD|BMDSADCM,
H,diabetes,DIQ_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/DIQ_H.xpt,True,True,9770,54,SEQN|DIQ010|DID040|DIQ160|DIQ170|DIQ172|DIQ175A|DIQ175B|DIQ175C|DIQ175D|DIQ175E|DIQ175F|DIQ175G|DIQ175H|DIQ175I|DIQ175J|DIQ175K|DIQ175L|DIQ175M|DIQ175N|DIQ175O|DIQ175P|DIQ175Q|DIQ175R|DIQ175S|DIQ175T|DIQ175U|DIQ175V|DIQ175W|DIQ175X|DIQ180|DIQ050|DID060|DIQ060U|DIQ070|DIQ230|DIQ240|DID250|DID260|DIQ260U|DIQ275|DIQ280|DIQ291|DIQ300S|DIQ300D|DID310S|DID310D|DID320|DID330|DID341|DID350|DIQ350U|DIQ360|DIQ080,
H,medical,MCQ_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/MCQ_H.xpt,False,True,9770,95,SEQN|MCQ010|MCQ025|MCQ035|MCQ040|MCQ050|AGQ030|MCQ053|MCQ070|MCQ075|MCQ080|MCQ082|MCQ084|MCQ086|MCQ092|MCD093|MCQ149|MCQ151|MCQ160A|MCQ180A|MCQ195|MCQ160N|MCQ180N|MCQ160B|MCQ180B|MCQ160C|MCQ180C|MCQ160D|MCQ180D|MCQ160E|MCQ180E|MCQ160F|MCQ180F|MCQ160G|MCQ180G|MCQ160M|MCQ170M|MCQ180M|MCQ160K|MCQ170K|MCQ180K|MCQ160L|MCQ170L|MCQ180L|MCQ160O|MCQ203|MCQ206|MCQ220|MCQ230A|MCQ230B|MCQ230C|MCQ230D|MCQ240A|MCQ240AA|MCQ240B|MCQ240BB|MCQ240C|MCQ240CC|MCQ240D|MCQ240DD|MCQ240DK|MCQ240E|MCQ240F|MCQ240G|MCQ240H|MCQ240I|MCQ240J|MCQ240K|MCQ240L|MCQ240M|MCQ240N|MCQ240O|MCQ240P|MCQ240Q|MCQ240R|MCQ240S|MCQ240T|MCQ240U|MCQ240V|MCQ240W|MCQ240X|MCQ240Y|MCQ240Z|MCQ300A|MCQ300B|MCQ300C|MCQ365A|MCQ365B|MCQ365C|MCQ365D|MCQ370A|MCQ370B|MCQ370C|MCQ370D|MCQ380,
H,bpq,BPQ_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/BPQ_H.xpt,False,True,6464,14,SEQN|BPQ020|BPQ030|BPD035|BPQ040A|BPQ050A|BPQ056|BPD058|BPQ059|BPQ080|BPQ060|BPQ070|BPQ090D|BPQ100D,
I,demo,DEMO_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DEMO_I.xpt,True,True,9971,47,SEQN|SDDSRVYR|RIDSTATR|RIAGENDR|RIDAGEYR|RIDAGEMN|RIDRETH1|RIDRETH3|RIDEXMON|RIDEXAGM|DMQMILIZ|DMQADFC|DMDBORN4|DMDCITZN|DMDYRSUS|DMDEDUC3|DMDEDUC2|DMDMARTL|RIDEXPRG|SIALANG|SIAPROXY|SIAINTRP|FIALANG|FIAPROXY|FIAINTRP|MIALANG|MIAPROXY|MIAINTRP|AIALANGA|DMDHHSIZ|DMDFMSIZ|DMDHHSZA|DMDHHSZB|DMDHHSZE|DMDHRGND|DMDHRAGE|DMDHRBR4|DMDHREDU|DMDHRMAR|DMDHSEDU|WTINT2YR|WTMEC2YR|SDMVPSU|SDMVSTRA|INDHHIN2|INDFMIN2|INDFMPIR,
I,diet1,DR1TOT_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DR1TOT_I.xpt,True,True,9544,168,SEQN|WTDRD1|WTDR2D|DR1DRSTZ|DR1EXMER|DRABF|DRDINT|DR1DBIH|DR1DAY|DR1LANG|DR1MRESP|DR1HELP|DBQ095Z|DBD100|DRQSPREP|DR1STY|DR1SKY|DRQSDIET|DRQSDT1|DRQSDT2|DRQSDT3|DRQSDT4|DRQSDT5|DRQSDT6|DRQSDT7|DRQSDT8|DRQSDT9|DRQSDT10|DRQSDT11|DRQSDT12|DRQSDT91|DR1TNUMF|DR1TKCAL|DR1TPROT|DR1TCARB|DR1TSUGR|DR1TFIBE|DR1TTFAT|DR1TSFAT|DR1TMFAT|DR1TPFAT|DR1TCHOL|DR1TATOC|DR1TATOA|DR1TRET|DR1TVARA|DR1TACAR|DR1TBCAR|DR1TCRYP|DR1TLYCO|DR1TLZ|DR1TVB1|DR1TVB2|DR1TNIAC|DR1TVB6|DR1TFOLA|DR1TFA|DR1TFF|DR1TFDFE|DR1TCHL|DR1TVB12|DR1TB12A|DR1TVC|DR1TVD|DR1TVK|DR1TCALC|DR1TPHOS|DR1TMAGN|DR1TIRON|DR1TZINC|DR1TCOPP|DR1TSODI|DR1TPOTA|DR1TSELE|DR1TCAFF|DR1TTHEO|DR1TALCO|DR1TMOIS|DR1TS040|DR1TS060|DR1TS080|DR1TS100|DR1TS120|DR1TS140|DR1TS160|DR1TS180|DR1TM161|DR1TM181|DR1TM201|DR1TM221|DR1TP182|DR1TP183|DR1TP184|DR1TP204|DR1TP205|DR1TP225|DR1TP226|DR1_300|DR1_320Z|DR1_330Z|DR1BWATZ|DR1TWS|DRD340|DRD350A|DRD350AQ|DRD350B|DRD350BQ|DRD350C|DRD350CQ|DRD350D|DRD350DQ|DRD350E|DRD350EQ|DRD350F|DRD350FQ|DRD350G|DRD350GQ|DRD350H|DRD350HQ|DRD350I|DRD350IQ|DRD350J|DRD350JQ|DRD350K|DRD360|DRD370A|DRD370AQ|DRD370B|DRD370BQ|DRD370C|DRD370CQ|DRD370D|DRD370DQ|DRD370E|DRD370EQ|DRD370F|DRD370FQ|DRD370G|DRD370GQ|DRD370H|DRD370HQ|DRD370I|DRD370IQ|DRD370J|DRD370JQ|DRD370K|DRD370KQ|DRD370L|DRD370LQ|DRD370M|DRD370MQ|DRD370N|DRD370NQ|DRD370O|DRD370OQ|DRD370P|DRD370PQ|DRD370Q|DRD370QQ|DRD370R|DRD370RQ|DRD370S|DRD370SQ|DRD370T|DRD370TQ|DRD370U|DRD370UQ|DRD370V,
I,diet2,DR2TOT_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DR2TOT_I.xpt,True,True,9544,85,SEQN|WTDRD1|WTDR2D|DR2DRSTZ|DR2EXMER|DRABF|DRDINT|DR2DBIH|DR2DAY|DR2LANG|DR2MRESP|DR2HELP|DR2TNUMF|DR2STY|DR2SKY|DR2TKCAL|DR2TPROT|DR2TCARB|DR2TSUGR|DR2TFIBE|DR2TTFAT|DR2TSFAT|DR2TMFAT|DR2TPFAT|DR2TCHOL|DR2TATOC|DR2TATOA|DR2TRET|DR2TVARA|DR2TACAR|DR2TBCAR|DR2TCRYP|DR2TLYCO|DR2TLZ|DR2TVB1|DR2TVB2|DR2TNIAC|DR2TVB6|DR2TFOLA|DR2TFA|DR2TFF|DR2TFDFE|DR2TCHL|DR2TVB12|DR2TB12A|DR2TVC|DR2TVD|DR2TVK|DR2TCALC|DR2TPHOS|DR2TMAGN|DR2TIRON|DR2TZINC|DR2TCOPP|DR2TSODI|DR2TPOTA|DR2TSELE|DR2TCAFF|DR2TTHEO|DR2TALCO|DR2TMOIS|DR2TS040|DR2TS060|DR2TS080|DR2TS100|DR2TS120|DR2TS140|DR2TS160|DR2TS180|DR2TM161|DR2TM181|DR2TM201|DR2TM221|DR2TP182|DR2TP183|DR2TP184|DR2TP204|DR2TP205|DR2TP225|DR2TP226|DR2_300|DR2_320Z|DR2_330Z|DR2BWATZ|DR2TWS,
I,biochem,BIOPRO_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BIOPRO_I.xpt,True,True,6744,38,SEQN|LBXSAL|LBDSALSI|LBXSAPSI|LBXSASSI|LBXSATSI|LBXSBU|LBDSBUSI|LBXSC3SI|LBXSCA|LBDSCASI|LBXSCH|LBDSCHSI|LBXSCK|LBXSCLSI|LBXSCR|LBDSCRSI|LBXSGB|LBDSGBSI|LBXSGL|LBDSGLSI|LBXSGTSI|LBXSIR|LBDSIRSI|LBXSKSI|LBXSLDSI|LBXSNASI|LBXSOSSI|LBXSPH|LBDSPHSI|LBXSTB|LBDSTBSI|LBXSTP|LBDSTPSI|LBXSTR|LBDSTRSI|LBXSUA|LBDSUASI,
I,rx,RXQ_RX_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/RXQ_RX_I.xpt,True,True,19647,13,SEQN|RXDUSE|RXDDRUG|RXDDRGID|RXQSEEN|RXDDAYS|RXDRSC1|RXDRSC2|RXDRSC3|RXDRSD1|RXDRSD2|RXDRSD3|RXDCOUNT,
I,body,BMX_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BMX_I.xpt,True,True,9544,26,SEQN|BMDSTATS|BMXWT|BMIWT|BMXRECUM|BMIRECUM|BMXHEAD|BMIHEAD|BMXHT|BMIHT|BMXBMI|BMDBMIC|BMXLEG|BMILEG|BMXARML|BMIARML|BMXARMC|BMIARMC|BMXWAIST|BMIWAIST|BMXSAD1|BMXSAD2|BMXSAD3|BMXSAD4|BMDAVSAD|BMDSADCM,
I,diabetes,DIQ_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DIQ_I.xpt,True,True,9575,54,SEQN|DIQ010|DID040|DIQ160|DIQ170|DIQ172|DIQ175A|DIQ175B|DIQ175C|DIQ175D|DIQ175E|DIQ175F|DIQ175G|DIQ175H|DIQ175I|DIQ175J|DIQ175K|DIQ175L|DIQ175M|DIQ175N|DIQ175O|DIQ175P|DIQ175Q|DIQ175R|DIQ175S|DIQ175T|DIQ175U|DIQ175V|DIQ175W|DIQ175X|DIQ180|DIQ050|DID060|DIQ060U|DIQ070|DIQ230|DIQ240|DID250|DID260|DIQ260U|DIQ275|DIQ280|DIQ291|DIQ300S|DIQ300D|DID310S|DID310D|DID320|DID330|DID341|DID350|DIQ350U|DIQ360|DIQ080,
I,medical,MCQ_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/MCQ_I.xpt,False,True,9575,90,SEQN|MCQ010|MCQ025|MCQ035|MCQ040|MCQ050|AGQ030|MCQ053|MCQ080|MCQ092|MCD093|MCQ149|MCQ151|MCQ160A|MCQ180A|MCQ195|MCQ160N|MCQ180N|MCQ160B|MCQ180B|MCQ160C|MCQ180C|MCQ160D|MCQ180D|MCQ160E|MCQ180E|MCQ160F|MCQ180F|MCQ160G|MCQ180G|MCQ160M|MCQ170M|MCQ180M|MCQ160K|MCQ170K|MCQ180K|MCQ160L|MCQ170L|MCQ180L|MCQ160O|MCQ203|MCQ206|MCQ220|MCQ230A|MCQ230B|MCQ230C|MCQ230D|MCQ240A|MCQ240AA|MCQ240B|MCQ240BB|MCQ240C|MCQ240CC|MCQ240D|MCQ240DD|MCQ240DK|MCQ240E|MCQ240F|MCQ240G|MCQ240H|MCQ240I|MCQ240J|MCQ240K|MCQ240L|MCQ240M|MCQ240N|MCQ240O|MCQ240P|MCQ240Q|MCQ240R|MCQ240S|MCQ240T|MCQ240U|MCQ240V|MCQ240W|MCQ240X|MCQ240Y|MCQ240Z|MCQ300A|MCQ300B|MCQ300C|MCQ365A|MCQ365B|MCQ365C|MCQ365D|MCQ370A|MCQ370B|MCQ370C|MCQ370D|OSQ230,
I,bpq,BPQ_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/BPQ_I.xpt,False,True,6327,11,SEQN|BPQ020|BPQ030|BPD035|BPQ040A|BPQ050A|BPQ080|BPQ060|BPQ070|BPQ090D|BPQ100D,
J,demo,DEMO_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DEMO_J.xpt,True,True,9254,46,SEQN|SDDSRVYR|RIDSTATR|RIAGENDR|RIDAGEYR|RIDAGEMN|RIDRETH1|RIDRETH3|RIDEXMON|RIDEXAGM|DMQMILIZ|DMQADFC|DMDBORN4|DMDCITZN|DMDYRSUS|DMDEDUC3|DMDEDUC2|DMDMARTL|RIDEXPRG|SIALANG|SIAPROXY|SIAINTRP|FIALANG|FIAPROXY|FIAINTRP|MIALANG|MIAPROXY|MIAINTRP|AIALANGA|DMDHHSIZ|DMDFMSIZ|DMDHHSZA|DMDHHSZB|DMDHHSZE|DMDHRGND|DMDHRAGZ|DMDHREDZ|DMDHRMAZ|DMDHSEDZ|WTINT2YR|WTMEC2YR|SDMVPSU|SDMVSTRA|INDHHIN2|INDFMIN2|INDFMPIR,
J,diet1,DR1TOT_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DR1TOT_J.xpt,True,True,8704,168,SEQN|WTDRD1|WTDR2D|DR1DRSTZ|DR1EXMER|DRABF|DRDINT|DR1DBIH|DR1DAY|DR1LANG|DR1MRESP|DR1HELP|DBQ095Z|DBD100|DRQSPREP|DR1STY|DR1SKY|DRQSDIET|DRQSDT1|DRQSDT2|DRQSDT3|DRQSDT4|DRQSDT5|DRQSDT6|DRQSDT7|DRQSDT8|DRQSDT9|DRQSDT10|DRQSDT11|DRQSDT12|DRQSDT91|DR1TNUMF|DR1TKCAL|DR1TPROT|DR1TCARB|DR1TSUGR|DR1TFIBE|DR1TTFAT|DR1TSFAT|DR1TMFAT|DR1TPFAT|DR1TCHOL|DR1TATOC|DR1TATOA|DR1TRET|DR1TVARA|DR1TACAR|DR1TBCAR|DR1TCRYP|DR1TLYCO|DR1TLZ|DR1TVB1|DR1TVB2|DR1TNIAC|DR1TVB6|DR1TFOLA|DR1TFA|DR1TFF|DR1TFDFE|DR1TCHL|DR1TVB12|DR1TB12A|DR1TVC|DR1TVD|DR1TVK|DR1TCALC|DR1TPHOS|DR1TMAGN|DR1TIRON|DR1TZINC|DR1TCOPP|DR1TSODI|DR1TPOTA|DR1TSELE|DR1TCAFF|DR1TTHEO|DR1TALCO|DR1TMOIS|DR1TS040|DR1TS060|DR1TS080|DR1TS100|DR1TS120|DR1TS140|DR1TS160|DR1TS180|DR1TM161|DR1TM181|DR1TM201|DR1TM221|DR1TP182|DR1TP183|DR1TP184|DR1TP204|DR1TP205|DR1TP225|DR1TP226|DR1_300|DR1_320Z|DR1_330Z|DR1BWATZ|DR1TWSZ|DRD340|DRD350A|DRD350AQ|DRD350B|DRD350BQ|DRD350C|DRD350CQ|DRD350D|DRD350DQ|DRD350E|DRD350EQ|DRD350F|DRD350FQ|DRD350G|DRD350GQ|DRD350H|DRD350HQ|DRD350I|DRD350IQ|DRD350J|DRD350JQ|DRD350K|DRD360|DRD370A|DRD370AQ|DRD370B|DRD370BQ|DRD370C|DRD370CQ|DRD370D|DRD370DQ|DRD370E|DRD370EQ|DRD370F|DRD370FQ|DRD370G|DRD370GQ|DRD370H|DRD370HQ|DRD370I|DRD370IQ|DRD370J|DRD370JQ|DRD370K|DRD370KQ|DRD370L|DRD370LQ|DRD370M|DRD370MQ|DRD370N|DRD370NQ|DRD370O|DRD370OQ|DRD370P|DRD370PQ|DRD370Q|DRD370QQ|DRD370R|DRD370RQ|DRD370S|DRD370SQ|DRD370T|DRD370TQ|DRD370U|DRD370UQ|DRD370V,
J,diet2,DR2TOT_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DR2TOT_J.xpt,True,True,8704,85,SEQN|WTDRD1|WTDR2D|DR2DRSTZ|DR2EXMER|DRABF|DRDINT|DR2DBIH|DR2DAY|DR2LANG|DR2MRESP|DR2HELP|DR2TNUMF|DR2STY|DR2SKY|DR2TKCAL|DR2TPROT|DR2TCARB|DR2TSUGR|DR2TFIBE|DR2TTFAT|DR2TSFAT|DR2TMFAT|DR2TPFAT|DR2TCHOL|DR2TATOC|DR2TATOA|DR2TRET|DR2TVARA|DR2TACAR|DR2TBCAR|DR2TCRYP|DR2TLYCO|DR2TLZ|DR2TVB1|DR2TVB2|DR2TNIAC|DR2TVB6|DR2TFOLA|DR2TFA|DR2TFF|DR2TFDFE|DR2TCHL|DR2TVB12|DR2TB12A|DR2TVC|DR2TVD|DR2TVK|DR2TCALC|DR2TPHOS|DR2TMAGN|DR2TIRON|DR2TZINC|DR2TCOPP|DR2TSODI|DR2TPOTA|DR2TSELE|DR2TCAFF|DR2TTHEO|DR2TALCO|DR2TMOIS|DR2TS040|DR2TS060|DR2TS080|DR2TS100|DR2TS120|DR2TS140|DR2TS160|DR2TS180|DR2TM161|DR2TM181|DR2TM201|DR2TM221|DR2TP182|DR2TP183|DR2TP184|DR2TP204|DR2TP205|DR2TP225|DR2TP226|DR2_300|DR2_320Z|DR2_330Z|DR2BWATZ|DR2TWSZ,
J,biochem,BIOPRO_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BIOPRO_J.xpt,True,True,6401,41,SEQN|LBXSATSI|LBDSATLC|LBXSAL|LBDSALSI|LBXSAPSI|LBXSASSI|LBXSC3SI|LBXSBU|LBDSBUSI|LBXSCLSI|LBXSCK|LBXSCR|LBDSCRSI|LBXSGB|LBDSGBSI|LBXSGL|LBDSGLSI|LBXSGTSI|LBDSGTLC|LBXSIR|LBDSIRSI|LBXSLDSI|LBXSOSSI|LBXSPH|LBDSPHSI|LBXSKSI|LBXSNASI|LBXSTB|LBDSTBSI|LBDSTBLC|LBXSCA|LBDSCASI|LBXSCH|LBDSCHSI|LBXSTP|LBDSTPSI|LBXSTR|LBDSTRSI|LBXSUA|LBDSUASI,
J,rx,RXQ_RX_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/RXQ_RX_J.xpt,True,True,19643,13,SEQN|RXDUSE|RXDDRUG|RXDDRGID|RXQSEEN|RXDDAYS|RXDRSC1|RXDRSC2|RXDRSC3|RXDRSD1|RXDRSD2|RXDRSD3|RXDCOUNT,
J,body,BMX_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.xpt,True,True,8704,21,SEQN|BMDSTATS|BMXWT|BMIWT|BMXRECUM|BMIRECUM|BMXHEAD|BMIHEAD|BMXHT|BMIHT|BMXBMI|BMXLEG|BMILEG|BMXARML|BMIARML|BMXARMC|BMIARMC|BMXWAIST|BMIWAIST|BMXHIP|BMIHIP,
J,diabetes,DIQ_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DIQ_J.xpt,True,True,8897,54,SEQN|DIQ010|DID040|DIQ160|DIQ170|DIQ172|DIQ175A|DIQ175B|DIQ175C|DIQ175D|DIQ175E|DIQ175F|DIQ175G|DIQ175H|DIQ175I|DIQ175J|DIQ175K|DIQ175L|DIQ175M|DIQ175N|DIQ175O|DIQ175P|DIQ175Q|DIQ175R|DIQ175S|DIQ175T|DIQ175U|DIQ175V|DIQ175W|DIQ175X|DIQ180|DIQ050|DID060|DIQ060U|DIQ070|DIQ230|DIQ240|DID250|DID260|DIQ260U|DIQ275|DIQ280|DIQ291|DIQ300S|DIQ300D|DID310S|DID310D|DID320|DID330|DID341|DID350|DIQ350U|DIQ360|DIQ080,
J,medical,MCQ_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/MCQ_J.xpt,False,True,8897,76,SEQN|MCQ010|MCQ025|MCQ035|MCQ040|MCQ050|AGQ030|MCQ053|MCQ080|MCQ092|MCD093|MCQ149|MCQ151|RHD018|MCQ160A|MCD180A|MCQ195|MCQ160N|MCD180N|MCQ160B|MCD180B|MCQ160C|MCD180C|MCQ160D|MCD180D|MCQ160E|MCD180E|MCQ160F|MCD180F|MCQ160M|MCQ170M|MCD180M|MCQ160G|MCD180G|MCQ160K|MCQ170K|MCD180K|MCQ160O|MCQ160L|MCQ170L|MCD180L|MCQ500|MCQ510A|MCQ510B|MCQ510C|MCQ510D|MCQ510E|MCQ510F|MCQ520|MCQ530|MCQ540|MCQ550|MCQ560|MCQ570|MCQ203|MCQ206|MCQ220|MCQ230A|MCD240A|MCQ230B|MCD240B|MCQ230C|MCD240C|MCQ230D|MCQ300B|MCQ300C|MCQ300A|MCQ366A|MCQ366B|MCQ366C|MCQ366D|MCQ371A|MCQ371B|MCQ371C|MCQ371D|OSQ230,
J,bpq,BPQ_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BPQ_J.xpt,False,True,6161,11,SEQN|BPQ020|BPQ030|BPD035|BPQ040A|BPQ050A|BPQ080|BPQ060|BPQ070|BPQ090D|BPQ100D,
